job_role,course_name,course_link,difficulty_level,category,job_role_encoded,course_name_encoded,category_encoded
Digital Forensics Analyst,"Advanced Incident Response, Threat Hunting, and Digital Forensics",https://www.sans.org/cyber-security-courses/advanced-incident-response-threat-hunting-training/,Advanced,Cybersecurity/Digital Forensics,226,70,160
Digital Forensics Analyst,Mobile Forensics Fundamentals,https://www.sans.org/courses/mobile-forensics-in-depth-610/,Intermediate,Cybersecurity/Mobile Forensics,226,814,171
Digital Forensics Analyst,Network Forensics and Incident Response,https://www.eccouncil.org/programs/certified-network-forensic-analyst-cnfa/,Intermediate,Cybersecurity/Network Forensics,226,869,172
Digital Ledger Application Developer,Blockchain Technologies: Business Innovation and Application,https://www.edx.org/course/blockchain-technologies-business-innovation-and-application,Intermediate,Blockchain Development,227,178,52
Digital Ledger Application Developer,Developing Applications with Hyperledger Fabric and Composer,https://cognitiveclass.ai/courses/blockchain-application-development/,Intermediate,Enterprise Blockchain,227,404,298
Digital Ledger Application Developer,Developing Applications with Hyperledger Fabric and Composer,https://developer.ibm.com/technologies/blockchain/tutorials/develop-blockchain-applications-with-hyperledger-fabric-and-composer/,Intermediate,Blockchain Development,227,404,52
Digital Sovereignty Compliance Engineer,Certified Information Privacy Professional/Europe (CIPP/E),https://iapp.org/certify/cipp-e/,Intermediate,Data Privacy and Compliance,228,269,199
Digital Sovereignty Compliance Engineer,Certified Information Privacy Manager (CIPM),https://iapp.org/certify/cipm/,Intermediate,Data Privacy Management,228,267,197
Digital Supply Chain Security Engineer,Supply Chain Risk Management Professional (SCRMP),https://www.apics.org/apics-for-individuals/apics-credentials-and-certificates/scrmp-supply-chain-risk-management-professional,Intermediate,Supply Chain Management,229,1070,532
Digital Twin Engineer,Fundamentals of Physics-Based Modeling and Simulation,https://www.edx.org/course?search_query=physics+based+simulation,Intermediate,Physics and Simulation,230,492,445
Digital Twin Engineer,Simulation and Modeling for Digital Twins,https://www.edx.org/course?search_query=digital+twin+simulation,Intermediate,Digital Twin/Simulation,230,1036,270
Digital Twin Engineer,Data Visualization for Digital Twins,https://www.udemy.com/topic/data-visualization/,Intermediate,Data Visualization/Digital Twin,230,369,221
Digital Twin Engineer,3D Modelling for Digital Twins,https://www.udemy.com/topic/3d-modeling/,Beginner,3D Modelling/Digital Twin,230,3,2
Digital Twin Specialist,Data Analytics for Digital Twins,https://www.coursera.org/specializations/data-science,Intermediate,Data Science and Analytics,231,356,203
Digital Twin Specialist,Building a Digital Twin using AWS IoT,https://www.aws.training/Details/eLearning?id=63690,Intermediate,Cloud Computing/Digital Twin,231,227,89
Digital Twin Testing Engineer,Cloud Computing for Digital Twins,https://www.aws.training/learning-paths/digital-twin,Intermediate,Cloud Computing,232,293,66
Digital Watermarking Engineer,Fundamentals of Digital Image Processing,https://www.coursera.org/learn/image-processing,Intermediate,Image Processing,233,484,350
Digital Watermarking Engineer,Digital Image Processing,https://nptel.ac.in/courses/117/105/117105079/,Intermediate,Image Processing,233,418,350
Digital Watermarking Engineer,Image Processing Onramp,https://www.mathworks.com/learn/tutorials/image-processing-onramp.html,Beginner,Programming and Software Development,233,581,459
Disaster Recovery Engineer,Implementing Microsoft Azure Infrastructure Solutions (AZ-104),https://www.udemy.com/course/az-104-microsoft-azure-administrator/,Intermediate,Cloud Computing,234,587,66
Distributed Database Engineer,Introduction to Database Systems,https://ocw.mit.edu/courses/6-830-database-systems-fall-2010/,Intermediate,Database Theory,235,625,236
Distributed Database Engineer,Cloud Computing,https://www.edx.org/course/introduction-to-cloud-computing,Beginner,Cloud Computing,235,285,66
Distributed File System Engineer,Hadoop Platform and Application Framework,https://www.coursera.org/learn/hadoop,Intermediate,Big Data,236,539,39
Distributed File System Engineer,"Cloud Computing Concepts, Part 1",https://www.coursera.org/learn/cloud-computing,Beginner,Cloud Computing,236,287,66
Distributed File System Engineer,Google Cloud Platform Fundamentals: Core Infrastructure,https://www.coursera.org/learn/gcp-fundamentals,Beginner,Cloud Computing,236,518,66
Domain-Specific Language (DSL) Developer,"Metaprogramming with Elixir: Write Less Code, Get More Done (and Have Fun!)",https://pragprog.com/titles/cmelixir/metaprogramming-elixir/,Intermediate,Software Development/Metaprogramming,237,778,514
Domain-Specific Language (DSL) Developer,Domain-Specific Languages,https://martinfowler.com/books/dsl.html,Advanced,Software Development/DSL Design,237,431,511
Domain-Specific Language (DSL) Developer,Creating DSLs with Groovy,https://www.udemy.com/course/groovy-programming/,Intermediate,Software Development/Groovy,237,335,513
Domain-Specific Language (DSL) Developer,Language Implementation Patterns: Create Your Own Domain-Specific and General Programming Languages,https://www.pragprog.com/titles/tpdsl/language-implementation-patterns/,Advanced,Software Development/Compiler Design,237,708,510
Drone Engineer,Drone Regulations and Licensing,https://www.faa.gov/uas/recreational_fliers,Beginner,Regulations/Legal,238,433,477
Drone Engineer,Drone Data Processing and Analysis,https://www.coursera.org/specializations/gis,Intermediate,Data Science/GIS,238,432,211
Drone Engineer,Advanced Drone Aerodynamics and Control,https://www.edx.org/course/autonomous-navigation-for-flying-robots,Advanced,Engineering/Robotics,238,69,297
Dynamic Code Analysis Specialist,Dynamic Application Security Testing (DAST),https://www.sans.org/sec542/,Intermediate,Cybersecurity,239,436,142
Dynamic Code Analysis Specialist,Practical Malware Analysis & Triage,https://www.sans.org/for578/,Intermediate,Malware Analysis,239,927,385
ERP Consultant,SAP ERP Essential Training,https://www.linkedin.com/learning/sap-erp-essential-training,Beginner,ERP Systems,240,994,275
ERP Consultant,Microsoft Dynamics 365 Fundamentals,https://learn.microsoft.com/en-us/certifications/browse/,Beginner,ERP Systems,240,803,275
ERP Consultant,Change Management for ERP Projects,https://www.apmg-international.com/qualifications/change-management/change-management-practitioner,Advanced,Project Management,240,278,463
ETL Developer,Learning Apache Spark,https://cognitiveclass.ai/courses/learn-spark,Intermediate,Big Data,241,720,39
ETL Developer,Learn SQL,https://www.codecademy.com/learn/learn-sql,Beginner,Data Engineering,241,716,186
ETL Developer,Introduction to Data Engineering,https://www.udacity.com/course/intro-to-data-engineering--nd027,Beginner,Data Engineering,241,623,186
ETL Developer,Apache Kafka Series - Learn Apache Kafka for Beginners v3,https://www.udemy.com/course/apache-kafka/,Beginner,Data Streaming,241,120,219
Edge AI Cloud Engineer,Google Cloud Certified Professional Machine Learning Engineer,https://cloud.google.com/certification/machine-learning-engineer,Advanced,Cloud Computing & Machine Learning,242,517,67
Edge AI Cloud Engineer,Introduction to Embedded Machine Learning,https://www.coursera.org/learn/introduction-to-embedded-machine-learning,Intermediate,Embedded Systems & Machine Learning,242,634,292
Edge AI Hardware Engineer,Designing Hardware Accelerators for Deep Learning,https://d2l.ai/chapter_hardware-for-deep-learning/index.html,Advanced,AI/Hardware Acceleration,243,393,15
Edge Computing Architect,Docker Fundamentals,https://www.docker.com/resources/what-container,Beginner,Containerization & Orchestration,244,424,129
Edge Computing Engineer,Developing and Deploying Edge Applications with AWS Greengrass,https://www.aws.training/Details/eLearning?id=62679,Intermediate,Cloud Computing/Edge Computing,245,413,90
Edge Computing Engineer,LF Edge eKuiper - SQL based IoT Edge Stream Processing,https://www.lfedge.org/projects/ekuiper/,Intermediate,Edge Computing/Data Streaming,245,704,277
Edge Computing Engineer,A Practical Introduction to MQTT,https://www.hivemq.com/mqtt-essentials/,Beginner,Edge Computing/Networking,245,5,278
Edge Computing Software Developer,Developing and Deploying Edge AI Applications with AWS Greengrass,https://www.aws.training/Details/eLearning?id=62695,Intermediate,Edge Computing/Cloud Computing,246,412,276
Edge Computing Software Developer,Docker Fundamentals,https://www.docker.com/get-started/,Beginner,Containerization/Edge Computing,246,424,130
Edge Data Processing Architect,AWS Certified Solutions Architect Associate Practice Exams,https://www.udemy.com/course/aws-certified-solutions-architect-associate-amazon-practice-exams/,Intermediate,Cloud Computing/Edge Computing,247,34,90
Edge Data Processing Architect,Machine Learning with TensorFlow on Google Cloud Platform Specialization,https://www.coursera.org/specializations/machine-learning-tensorflow-gcp,Intermediate,Machine Learning/Edge Computing,247,752,384
Edge Device Software Engineer,Introduction to Linux for Embedded Systems,https://bootlin.com/doc/training/embedded-linux/,Intermediate,Embedded Systems,248,653,291
Edge-Enabled Video Streaming Engineer,HTTP Live Streaming (HLS) in Depth,https://developer.apple.com/streaming/,Intermediate,Video Streaming,249,537,570
Edge-Enabled Video Streaming Engineer,DASH (Dynamic Adaptive Streaming over HTTP),https://www.streaminglearningcenter.com/courses/dash-dynamic-adaptive-streaming-over-http.html,Intermediate,Video Streaming,249,352,570
Edge-Enabled Video Streaming Engineer,Streaming Video with HTTP Live Streaming (HLS),https://developer.apple.com/videos/play/wwdc2016/504/,Intermediate,Video Streaming,249,1068,570
Edge-Enabled Video Streaming Engineer,MPEG-DASH Fundamentals and Advanced Concepts,https://www.streaminglearningcenter.com/courses/mpeg-dash-fundamentals-and-advanced-concepts.html,Intermediate,Video Streaming,249,743,570
Embedded AI Engineer,Fundamentals of TinyML,https://www.edx.org/course/fundamentals-of-tinyml,Intermediate,Machine Learning/AI,250,495,383
Embedded AI Engineer,Introduction to Embedded Machine Learning,https://www.udacity.com/course/intro-to-embedded-machine-learning--ud189,Beginner,Machine Learning/AI,250,634,383
Embedded AI Hardware Engineer,TensorFlow Lite for Microcontrollers,https://www.tensorflow.org/lite/microcontrollers,Intermediate,Embedded AI,251,1081,287
Embedded Linux Developer,Building Embedded Linux Systems using Yocto Project,https://www.udemy.com/course/yocto-project/,Intermediate,Embedded Systems,252,197,291
Embedded Systems Engineer,Internet of Things (IoT) Specialization,https://www.coursera.org/specializations/internet-of-things,Intermediate,IoT/Embedded Systems,253,606,362
Embedded Systems Test Engineer,Embedded Linux Development Fundamentals,https://bootlin.com/doc/training/embedded-linux/embedded-linux-slides.pdf,Intermediate,Embedded Linux,254,444,290
Embedded Systems Test Engineer,Mastering Microcontroller and Embedded Driver Development,https://www.udemy.com/course/mastering-microcontroller-with-peripheral-driver-development/,Intermediate,Embedded Systems,254,766,291
Embedded UI Developer,Developing Embedded GUI Applications with Qt,https://www.qt.io/qt-training-materials/,Intermediate,Embedded Systems/UI Development,255,405,295
Embedded UI Developer,Microcontroller Embedded C Programming,https://www.udemy.com/course/microcontroller-embedded-c-programming/,Beginner,Embedded C Programming,255,780,289
Embedded UI Developer,Microcontroller Embedded C Programming: Absolute Beginners,https://www.udemy.com/course/microcontroller-embedded-c-programming-absolute-beginners/,Beginner,Embedded C,255,781,288
Embedded Web Developer,Modern JavaScript for Embedded Web Development,https://www.udemy.com/course/the-complete-javascript-course/,Intermediate,Web Development/JavaScript,256,823,594
Embedded Web Developer,Modern HTML & CSS From The Beginning (Including Sass),https://www.udemy.com/course/modern-html-css-from-the-beginning/,Beginner,Frontend Web Development,256,821,314
Embedded Web Developer,Hands-on Embedded Systems Programming with C/C++,https://www.udemy.com/course/embedded-c-programming-for-embedded-systems/,Beginner,Embedded Systems,256,540,291
Energy-Efficient Circuit Engineer,Power Electronics Specialization,https://www.coursera.org/specializations/power-electronics,Intermediate,Electrical Engineering,257,920,279
Energy-Efficient Circuit Engineer,Introduction to Battery Management Systems,https://www.coursera.org/learn/battery-management-systems,Intermediate,Energy Storage,257,617,296
Energy-Efficient Computing Architect,Advanced Computer Architecture,https://www.edx.org/learn/computer-architecture,Advanced,Computer Architecture,258,62,116
Energy-Efficient Computing Architect,Computer Architecture,https://www.nand2tetris.org/,Intermediate,Computer Architecture,258,318,116
